Address_ID,Address,Land_type,Posted_Date_new,count_govtschools_A,min_dist_govtschools_a,count_govtschools_B,min_dist_govtschools_b,count_semigovtschools,min_dist_semigovtschools,count_intlschools,min_dist_intlschools,count_uni,min_dist_uni,min_dist_nearest_express,min_dist_nearest_railway,min_dist_nearest_bank,count_banks_within_2km,min_dist_nearest_FinanceCompany,count_FinanceCompanies_within_2km,min_dist_nearest_Govt_Hospital,count_Govt_Hospitals,min_dist_nearest_Pvt_Hospital,count_Pvt_Hospital,min_dist_nearest_Pvt_Med_center,count_Pvt_Med_Centers,min_dist_nearest_Supermarket,count_Supermarkets_within2km,min_dist_nearest_Fuel_station,count_Fuel_Stations_within2km,Price per Perch,latitude,longitude,bakery_count,bakery_mdist,bank_count,bank_mdist,bar_count,bar_mdist,bus_station_count,bus_station_mdist,clothing_store_count,clothing_store_mdist,doctor_count,doctor_mdist,gas_station_count,gas_station_mdist,gym_count,gym_mdist,hospital_count,hospital_mdist,university_count,university_mdist,train_station_count,train_station_mdist,supermarket_count,supermarket_mdist,store_count,store_mdist,school_count,school_mdist,restaurant_count,restaurant_mdist,police_count,police_mdist,post_office_count,post_office_mdist,pharmacy_count,pharmacy_mdist,movie_theater_count,movie_theater_mdist,library_count,library_mdist,current_month,current_year,min_current,max_current,min_next,max_next
12,nawala,9,9/21/2021,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,3200000.0,6.900658391819221,79.9004404284837,20,168,10,3050,5,1697,1,1622,20,412,8,855,3,2759,13,638,15,92,14,718,0,0,7,2883,20,156,20,638,20,27,0,0,2,2955,10,2925,0,0,1,1606,9,2021,13700000.0,8500000.0,0,0
13,dehiwala,5,9/21/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,2700000.0,6.851036868665031,79.86438609019854,20,119,16,13,4,1538,0,0,20,64,17,236,3,609,12,120,20,65,20,172,1,249,13,121,20,91,20,87,20,65,1,830,3,43,17,65,1,1301,1,1707,9,2021,2500000.0,7900000.0,0,0
5,piliyandala,5,9/21/2021,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,894461.54,6.755130270757059,79.91915242755366,4,629,0,0,0,0,2,16747,5,2360,1,459,0,0,0,0,1,809,0,0,0,0,1,791,20,289,1,792,5,35,0,0,0,0,1,1945,0,0,0,0,9,2021,1000000.0,989474.0,0,0
11,madapatha,5,9/21/2021,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,906791.04,6.762475899892606,79.93514172004343,7,190,0,0,0,0,10,172,9,83,4,651,1,1242,2,619,5,251,0,0,0,0,0,0,20,83,8,209,12,302,0,0,1,1137,1,1064,0,0,0,0,9,2021,350000.0,935000.0,0,0
4,kesbewa,5,9/21/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,894000.0,6.765587746177529,79.96194047327248,1,4007,0,0,0,0,8,4628,0,0,1,4797,0,0,0,0,0,0,0,0,0,0,1,494,8,177,1,4649,1,1596,0,0,0,0,0,0,0,0,0,0,9,2021,1333333.33,989473.67,0,0
12,nawala,2,9/21/2021,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,8500000.0,6.895525913781652,79.89032379901232,20,231,6,782,4,919,2,427,20,290,10,11,1,810,12,56,14,500,7,476,0,0,8,238,20,148,20,56,20,95,1,1238,2,1093,9,624,1,779,1,895,9,2021,13700000.0,8500000.0,0,0
2,makandana,5,9/21/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,918208.96,6.778293138562184,79.94974339602999,14,215,3,217,1,221,10,101,14,215,3,224,0,0,1,2193,6,255,2,747,0,0,1,1547,20,330,11,215,16,330,0,0,1,215,4,249,0,0,0,0,9,2021,1000000.0,997500.0,0,0
19,boralesgamuwa,9,9/21/2021,0,4.016690619,1,0.429338572,0,2.727912724,0,3.818288657,1,1.440497502,8.830429042,2.212403368,0.071858443,10,0.087264039,2,1.864090006,1,4.97374457,0,0.811285315,1,0.100746527,11,0.886448814,1,1350000.0,6.850386644830155,79.89190128672203,20,326,5,771,3,391,1,685,20,277,8,444,4,1018,9,1372,9,711,12,778,0,0,7,929,20,505,20,364,20,473,0,0,3,272,12,884,0,0,0,0,9,2021,1175000.0,800000.0,0,0
23,kirulapone,7,9/21/2021,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5,3625000.0,6.879702557345598,79.8747286484937,20,111,20,170,14,2223,0,0,20,125,18,740,2,961,11,1609,18,31,10,775,1,1657,14,513,20,111,20,235,20,59,1,245,4,637,20,684,2,1325,4,870,9,2021,11000000.0,8000000.0,0,0
16,mount lavinia,9,9/21/2021,0,2.727171086,5,0.191582432,2,0.581298364,0,2.842966318,0,2.847591288,12.64244388,0.528389071,0.028453853,12,0.323762423,5,3.90721302,0,4.077519439,0,1.188857545,2,0.113299872,20,1.052875673,5,3000000.0,6.838524452991483,79.87033682330494,20,38,12,481,12,556,0,0,20,8,8,813,3,551,6,789,18,90,8,558,0,0,12,139,20,9,20,13,20,335,0,0,1,1062,16,61,0,0,1,944,9,2021,1900000.0,40000.0,0,0
10,thalawathugoda,3,9/21/2021,0,3.947032227,1,1.741784529,0,3.685223074,0,2.039184201,0,4.333994379,4.620078445,3.239812649,0.047187666,14,0.311696409,1,4.725443891,0,0.346662018,1,2.60600085,0,0.207307327,9,1.832361316,1,1050000.0,6.874162214731325,79.9283971234741,20,715,18,446,6,1267,0,0,20,1032,6,1072,1,2888,8,202,20,145,6,1174,0,0,3,613,20,679,11,828,20,145,0,0,3,874,15,616,2,1757,2,1041,9,2021,1000000.0,5882352.94,0,0
2,makandana,5,9/21/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,882500.0,6.77136726983157,79.95014954320105,10,552,2,1375,2,989,12,529,9,1225,2,992,0,0,1,1954,5,1750,1,1305,0,0,1,616,20,1566,7,1685,12,144,0,0,1,943,3,656,0,0,0,0,9,2021,1000000.0,997500.0,0,0
23,kirulapone,3,9/21/2021,6,0.939433548,9,0.601617972,4,0.555210369,6,0.529896202,5,0.68379499,8.270892022,1.393859989,0.06226201,43,0.107440189,11,1.478613636,1,1.066322748,6,1.082209212,3,0.220060054,23,0.776471572,5,6500000.0,6.882272013386882,79.87345823319899,20,651,20,430,11,887,0,0,20,160,20,217,3,690,9,1536,20,145,19,653,0,0,12,226,20,485,20,477,20,101,1,804,7,704,20,946,2,1343,4,1429,9,2021,11000000.0,8000000.0,0,0
12,nawala,3,9/21/2021,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,5500000.0,6.9001049745466485,79.88457860871911,17,1128,8,1720,2,1256,1,1865,20,2040,9,1135,2,726,9,1398,18,1743,8,2774,1,1615,9,2284,20,2112,20,1274,20,1754,1,1155,0,0,11,1939,1,1581,2,1464,9,2021,13700000.0,8500000.0,0,0
12,nawala,3,9/21/2021,2,1.530830351,12,0.863357361,1,0.906167186,4,1.598612124,1,0.668115654,7.480199518,0.647482412,0.047406525,38,0.491287095,7,2.580394067,0,0.885503165,5,2.1024983,0,0.229319769,17,1.221395666,4,6500000.0,6.899573392469005,79.89104388735194,20,435,3,566,3,2724,2,954,20,201,9,673,1,1337,9,523,9,673,10,575,0,0,6,425,20,352,20,270,20,476,0,0,1,842,9,472,1,398,3,515,9,2021,13700000.0,8500000.0,0,0
4,kesbewa,3,9/20/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,5700000.0,6.7987495378486456,79.95419747974954,11,659,2,1594,2,629,0,0,12,612,2,1384,0,0,3,283,3,1343,1,1309,0,0,3,587,20,586,5,1065,19,673,0,0,0,0,3,895,0,0,0,0,9,2021,1333333.33,989473.67,0,0
1,ranala,3,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,625000.0,6.91666969442381,80.0223985121358,6,945,2,684,0,0,0,0,8,823,1,846,1,1247,1,1402,4,945,0,0,0,0,1,1266,20,103,5,545,12,932,0,0,1,1194,3,1269,1,772,0,0,9,2021,350000.0,98425.2,0,0
5,piliyandala,3,9/20/2021,0,3.819412539,3,0.364496008,0,4.687850894,0,8.734721412,0,2.75753304,6.672114016,5.148238391,0.144675834,8,0.10170684,4,3.948000811,0,0.115702883,1,0.338692207,1,0.49262073,12,0.048597652,2,725000.0,6.820885451214212,79.90852950112553,20,524,2,1579,0,0,6,2862,15,663,3,1467,2,1892,3,826,6,762,4,723,0,0,2,1573,20,661,9,3216,20,588,0,0,0,0,7,715,1,927,1,1646,9,2021,1000000.0,989474.0,0,0
1,ranala,3,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,450000.0,6.922242120978898,80.02864695021456,2,1586,1,915,0,0,0,0,4,531,1,920,1,1065,1,910,3,989,0,0,0,0,1,1046,20,379,2,1463,7,317,0,0,1,1463,1,1043,0,0,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,3,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,450000.0,6.906866463052855,80.03660471817908,6,21,0,0,0,0,0,0,3,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,6,509,3,766,0,0,1,1240,0,0,0,0,0,0,9,2021,350000.0,98425.2,0,0
4,kesbewa,3,9/20/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,846153.85,6.793594059514037,79.95469399544734,11,1163,0,0,2,992,1,1450,11,770,2,1414,0,0,3,537,2,1200,1,1372,0,0,3,651,20,249,9,758,17,189,0,0,0,0,3,1255,0,0,0,0,9,2021,1333333.33,989473.67,0,0
2,makandana,5,9/20/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,897500.0,6.768427946643886,79.9556147412354,3,880,0,0,0,0,10,257,1,1646,1,693,0,0,0,0,0,0,1,2258,0,0,1,1569,20,407,3,719,7,809,0,0,0,0,1,1609,0,0,0,0,9,2021,1000000.0,997500.0,0,0
1,ranala,7,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,600000.0,6.924536355831947,80.02505854245715,6,891,2,817,1,13256,0,0,6,199,1,1130,1,733,1,578,4,577,0,0,0,0,1,715,20,108,5,12415,11,276,1,1065,1,786,3,711,0,0,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,3,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,600000.0,6.920455440986516,80.02333104222811,6,1104,2,1509,0,0,0,0,6,648,1,1343,1,946,1,791,4,791,0,0,0,0,1,928,20,79,4,1648,13,787,1,1279,1,999,3,924,0,0,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,9,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,579710.14,6.919953635812695,80.02528368218609,6,757,2,1523,0,0,0,0,5,426,2,1598,1,960,1,805,4,804,0,0,0,0,1,941,20,40,4,1922,11,510,0,0,1,1013,3,938,0,0,0,0,9,2021,350000.0,98425.2,0,0
14,kahathuduwa,9,9/20/2021,0,6.507930948,1,1.74454569,0,6.616528036,0,13.66352112,0,5.090707489,0.409507119,6.811585774,0.031648336,2,6.398816771,0,1.163402046,1,6.806019692,0,6.468764411,0,3.055274365,0,5.118456884,0,195000.0,6.788521014862927,79.99287307009558,10,604,0,0,1,1125,0,0,10,863,0,0,0,0,0,0,2,822,0,0,0,0,0,0,20,190,2,798,3,779,1,3136,0,0,0,0,0,0,0,0,9,2021,195000.0,875000.0,0,0
1,ranala,9,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,608695.65,6.918432583337064,80.02546796799474,2,540,2,1845,0,0,0,0,6,686,2,1815,1,1176,1,1021,4,1020,0,0,0,0,1,1158,20,128,6,1706,11,726,0,0,2,1229,2,1154,1,1228,0,0,9,2021,350000.0,98425.2,0,0
8,nugegoda,3,9/20/2021,2,0.650935049,6,0.057182506,2,0.805928234,1,0.48894894,2,0.574608738,9.365425049,0.380556553,0.053768922,31,0.540329219,7,1.581158036,1,2.720707053,0,0.487678441,2,0.253841443,24,0.139402968,4,3500000.0,6.86181428253408,79.91075744559366,20,983,15,584,5,1179,0,0,20,1096,12,234,3,1751,7,1110,20,228,12,1669,1,869,6,1206,20,851,20,868,20,959,0,0,1,1093,11,1060,0,0,3,916,9,2021,2092050.21,6500000.0,0,0
13,dehiwala,5,9/20/2021,1,0.775167544,5,0.417572798,2,1.547187854,1,0.824534671,1,1.555973958,11.53988387,0.42972373,0.126142707,18,0.732040308,3,2.020949248,0,2.069620526,0,0.26606382,1,0.460378059,12,0.545357036,3,3500000.0,6.849958506978531,79.86400741463233,20,2011,17,286,4,1700,0,0,20,199,19,1793,3,2007,8,419,20,427,20,183,1,292,12,295,20,230,20,323,20,224,1,993,3,342,18,200,1,1482,0,0,9,2021,2500000.0,7900000.0,0,0
1,ranala,3,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,625000.0,6.922133977207698,80.02659687990594,5,1269,3,832,0,0,0,0,5,214,2,1065,1,748,1,593,3,592,0,0,0,0,1,729,20,211,3,1450,9,0,0,0,1,801,3,726,0,0,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,9,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,590000.0,6.920470368579921,80.02242447990501,6,1434,2,1381,0,0,0,0,8,519,1,1215,1,818,1,663,6,662,0,0,0,0,1,799,20,3482,5,1520,13,658,1,1150,1,871,3,796,0,0,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,9,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,590000.0,6.919627750691936,80.02472833314731,6,712,2,1567,0,0,0,0,5,470,2,1401,1,1004,1,849,4,848,0,0,0,0,1,985,20,44,4,1878,11,554,0,0,1,1057,3,982,0,0,0,0,9,2021,350000.0,98425.2,0,0
1,ranala,9,9/20/2021,0,11.68124247,0,3.699442392,0,8.071884081,0,8.062804667,0,7.028561387,6.124351023,7.643558956,1.844832933,1,4.853199972,0,9.156112966,0,10.52137029,0,5.970519662,0,1.969323048,1,1.735535589,1,590000.0,6.9164336647440265,80.02244275496932,6,942,2,680,0,0,0,0,8,727,1,843,1,1243,1,1399,4,942,0,0,0,0,1,1262,20,7,5,541,12,836,0,0,1,1190,3,1266,1,676,0,0,9,2021,350000.0,98425.2,0,0
17,athurugiriya,3,9/20/2021,0,5.178703496,1,0.359088591,0,3.821033403,0,5.651112943,0,4.65088748,1.626447486,3.488327488,0.0702284,6,0.500564858,1,3.316285276,0,6.28108122,0,4.110603517,0,0.225418134,4,0.132466919,1,625000.0,6.876808403826423,80.00576123048305,13,2873,0,0,0,0,0,0,14,2675,2,945,0,0,0,0,1,937,0,0,0,0,0,0,20,234,12,3951,7,4384,0,0,1,3415,2,2521,0,0,0,0,9,2021,1025000.0,900000.0,0,0
2,makandana,3,9/20/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,725000.0,6.783925960400588,79.9512864366724,20,96,3,645,2,1237,11,615,20,17,3,364,0,0,1,1330,5,893,1,255,0,0,3,2049,20,17,14,277,19,1303,0,0,1,1232,7,798,0,0,0,0,9,2021,1000000.0,997500.0,0,0
2,makandana,5,9/20/2021,0,5.374540285,2,0.699164754,0,7.139995492,0,12.2326613,0,5.350999564,4.118825144,6.739824789,1.821689416,2,3.169233818,0,3.372696016,0,3.522924588,0,3.889013194,0,1.602959146,2,2.940111393,0,890000.0,6.785083792216726,79.95113257214155,19,413,3,770,2,1793,11,740,20,142,4,489,0,0,1,1455,5,1018,1,380,0,0,4,2174,20,413,15,402,20,1294,0,0,1,1357,7,923,0,0,0,0,9,2021,1000000.0,997500.0,0,0
4,kesbewa,5,9/20/2021,0,4.146354948,3,1.191395803,0,6.06056331,0,11.10565378,0,4.001993712,5.27731528,5.682614182,1.481078738,5,2.032313981,0,4.512436054,0,2.319756239,0,2.70435644,0,1.358658138,7,1.820113651,1,895522.39,6.765866325284022,79.9584942622098,0,0,0,0,0,0,8,143,0,0,1,535,0,0,0,0,0,0,0,0,0,0,1,4716,11,474,1,561,0,0,0,0,0,0,0,0,0,0,0,0,9,2021,1333333.33,989473.67,0,0
11,madapatha,5,9/20/2021,0,4.208843525,1,0.409900767,0,5.773967779,0,12.55411195,0,4.731446487,5.842113383,5.025225136,3.189759435,0,3.70997153,0,5.134437985,0,3.907407861,0,4.290938801,0,3.053364406,0,3.525063347,0,875000.0,6.7625729834736354,79.92502328878615,5,861,0,0,0,0,12,234,6,277,4,3515,1,1619,0,0,3,1013,0,0,0,0,1,2004,20,202,3,1132,12,140,0,0,1,1513,1,1419,0,0,0,0,9,2021,350000.0,935000.0,0,0
7,malabe,10,9/20/2021,0,6.499677557,3,0.069944374,0,6.892376061,1,1.87887716,3,1.325521262,3.332054051,6.321523914,0.125554587,9,0.006866358,2,2.768051459,0,3.69256257,0,3.801017223,0,0.297162444,10,0.3277186,2,1800000.0,6.908862613765455,79.96878682112748,20,99,3,1188,2,1424,0,0,20,1382,2,1502,0,0,10,126,11,865,17,1424,0,0,7,228,20,1243,15,8,20,1299,0,0,0,0,5,335,1,1851,2,2067,9,2021,1050000.0,950000.0,0,0
18,bope,3,9/20/2021,0,18.6561491,1,0.546812986,0,10.47845145,0,21.22411339,0,5.192048924,16.69440877,3.421132423,4.421975181,0,4.385422206,0,15.8576472,0,4.668702569,0,11.6310353,0,4.992931183,0,9.219189864,0,250000.0,6.841585656468631,80.13553006302568,1,7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2021,165000.0,275000.0,0,0
